"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Class"
"GO:0010822","positive regulation of mitochondrion organization","5/181","117/18670","5.666573e-03","0.30159222","0.28335370","TFDP2/NPEPPS/BCL2/SMURF1/BAK1"," 5","BP"
"GO:0097485","neuron projection guidance","8/181","277/18670","5.721172e-03","0.30159222","0.28335370","NR4A3/TBR1/GDNF/NRXN1/ZSWIM4/VANGL2/UNC5C/PLXNA4"," 8","BP"
"GO:0007422","peripheral nervous system development","4/181","75/18670","6.082646e-03","0.30159222","0.28335370","GDNF/NAB1/PLXNA4/SH3TC2"," 4","BP"
"GO:0015914","phospholipid transport","4/181","75/18670","6.082646e-03","0.30159222","0.28335370","PLEKHA8/ATP10D/ATP8A2/PITPNB"," 4","BP"
"GO:0030307","positive regulation of cell growth","6/181","169/18670","6.157748e-03","0.30159222","0.28335370","RIMS1/BCL2/SMURF1/RPS6KA1/SLC9A1/RND2"," 6","BP"
"GO:0046902","regulation of mitochondrial membrane permeability","4/181","76/18670","6.372885e-03","0.30159222","0.28335370","TFDP2/BCL2/BAK1/SLC9A1"," 4","BP"
"GO:0034101","erythrocyte homeostasis","5/181","122/18670","6.745623e-03","0.30159222","0.28335370","FOXO3/SOX6/SH2B3/ZBTB7A/ARID4A"," 5","BP"
"GO:0033004","negative regulation of mast cell activation","2/181","13/18670","6.796139e-03","0.30159222","0.28335370","RABGEF1/CD84"," 2","BP"
"GO:0043301","negative regulation of leukocyte degranulation","2/181","13/18670","6.796139e-03","0.30159222","0.28335370","RABGEF1/CD84"," 2","BP"
"GO:0090179","planar cell polarity pathway involved in neural tube closure","2/181","13/18670","6.796139e-03","0.30159222","0.28335370","DVL3/VANGL2"," 2","BP"
"GO:0001941","postsynaptic membrane organization","3/181","40/18670","6.804531e-03","0.30159222","0.28335370","LHFPL4/GDNF/NRXN1"," 3","BP"
"GO:0072583","clathrin-dependent endocytosis","3/181","40/18670","6.804531e-03","0.30159222","0.28335370","GPR107/AAK1/AP2B1"," 3","BP"
"GO:0008306","associative learning","4/181","78/18670","6.980634e-03","0.30159222","0.28335370","TBR1/PPT1/MECP2/B4GALT2"," 4","BP"
"GO:0031016","pancreas development","4/181","78/18670","6.980634e-03","0.30159222","0.28335370","RFX3/BAK1/HNF1B/ILDR2"," 4","BP"
"GO:0010559","regulation of glycoprotein biosynthetic process","3/181","42/18670","7.795704e-03","0.30159222","0.28335370","BCL2/AGO2/ITM2A"," 3","BP"
"GO:0033003","regulation of mast cell activation","3/181","42/18670","7.795704e-03","0.30159222","0.28335370","NR4A3/RABGEF1/CD84"," 3","BP"
"GO:0090178","regulation of establishment of planar polarity involved in neural tube closure","2/181","14/18670","7.878573e-03","0.30159222","0.28335370","DVL3/VANGL2"," 2","BP"
"GO:0060560","developmental growth involved in morphogenesis","7/181","235/18670","8.115345e-03","0.30159222","0.28335370","RIMS1/SMURF1/HNF1B/DCLK1/VANGL2/PLXNA4/RND2"," 7","BP"
"GO:0048511","rhythmic process","8/181","295/18670","8.236412e-03","0.30159222","0.28335370","FOXO3/SUV39H1/USP2/PRKAA2/HNF1B/RORA/ATG7/ARNTL2"," 8","BP"
"GO:1905330","regulation of morphogenesis of an epithelium","6/181","180/18670","8.290106e-03","0.30159222","0.28335370","SMURF1/DVL3/GDNF/HNF1B/VANGL2/AP2B1"," 6","BP"
"GO:0071158","positive regulation of cell cycle arrest","4/181","82/18670","8.308439e-03","0.30159222","0.28335370","CRLF3/TFDP2/ARID3A/FOXO4"," 4","BP"
"GO:0032365","intracellular lipid transport","3/181","43/18670","8.321509e-03","0.30159222","0.28335370","PRKAA2/PLEKHA8/FABP3"," 3","BP"
"GO:0010821","regulation of mitochondrion organization","6/181","182/18670","8.728392e-03","0.30159222","0.28335370","TFDP2/NPEPPS/BCL2/SMURF1/BAK1/ATG7"," 6","BP"
"GO:0051402","neuron apoptotic process","7/181","239/18670","8.859559e-03","0.30159222","0.28335370","NR4A3/PAK3/FOXO3/BCL2/GDNF/PPT1/MECP2"," 7","BP"
"GO:0018023","peptidyl-lysine trimethylation","3/181","44/18670","8.867694e-03","0.30159222","0.28335370","SUV39H1/ARID4A/MECP2"," 3","BP"
"GO:1901028","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","3/181","44/18670","8.867694e-03","0.30159222","0.28335370","TFDP2/BCL2/BAK1"," 3","BP"
"GO:1902667","regulation of axon guidance","3/181","44/18670","8.867694e-03","0.30159222","0.28335370","TBR1/ZSWIM4/PLXNA4"," 3","BP"
"GO:0051453","regulation of intracellular pH","4/181","84/18670","9.030266e-03","0.30159222","0.28335370","BCL2/PPT1/SLC9A8/SLC9A1"," 4","BP"
"GO:0010561","negative regulation of glycoprotein biosynthetic process","2/181","15/18670","9.033088e-03","0.30159222","0.28335370","AGO2/ITM2A"," 2","BP"
"GO:0031054","pre-miRNA processing","2/181","15/18670","9.033088e-03","0.30159222","0.28335370","AGO1/AGO2"," 2","BP"
"GO:0042983","amyloid precursor protein biosynthetic process","2/181","15/18670","9.033088e-03","0.30159222","0.28335370","AGO2/ITM2A"," 2","BP"
"GO:0042984","regulation of amyloid precursor protein biosynthetic process","2/181","15/18670","9.033088e-03","0.30159222","0.28335370","AGO2/ITM2A"," 2","BP"
"GO:0090177","establishment of planar polarity involved in neural tube closure","2/181","15/18670","9.033088e-03","0.30159222","0.28335370","DVL3/VANGL2"," 2","BP"
"GO:0090494","dopamine uptake","2/181","15/18670","9.033088e-03","0.30159222","0.28335370","GDNF/RAB3B"," 2","BP"
"GO:0045995","regulation of embryonic development","5/181","132/18670","9.320884e-03","0.30735902","0.28877176","NR2C2/IL1RN/DVL3/GDNF/VANGL2"," 5","BP"
"GO:0090559","regulation of membrane permeability","4/181","86/18670","9.791837e-03","0.31895117","0.29966288","TFDP2/BCL2/BAK1/SLC9A1"," 4","BP"
"GO:0032225","regulation of synaptic transmission, dopaminergic","2/181","16/18670","1.025820e-02","0.32131811","0.30188669","GDNF/RAB3B"," 2","BP"
"GO:0090493","catecholamine uptake","2/181","16/18670","1.025820e-02","0.32131811","0.30188669","GDNF/RAB3B"," 2","BP"
"GO:0043470","regulation of carbohydrate catabolic process","4/181","88/18670","1.059395e-02","0.32131811","0.30188669","PRKAA2/NUP210/ZBTB7A/PPP1R3B"," 4","BP"
"GO:0014911","positive regulation of smooth muscle cell migration","3/181","47/18670","1.063008e-02","0.32131811","0.30188669","NR4A3/BCL2/FOXO4"," 3","BP"
"GO:0043303","mast cell degranulation","3/181","47/18670","1.063008e-02","0.32131811","0.30188669","NR4A3/RABGEF1/CD84"," 3","BP"
"GO:0002279","mast cell activation involved in immune response","3/181","48/18670","1.125929e-02","0.32131811","0.30188669","NR4A3/RABGEF1/CD84"," 3","BP"
"GO:0061647","histone H3-K9 modification","3/181","48/18670","1.125929e-02","0.32131811","0.30188669","SUV39H1/ARID4A/MECP2"," 3","BP"
"GO:0001656","metanephros development","4/181","90/18670","1.143739e-02","0.32131811","0.30188669","BCL2/GDNF/HNF1B/WWTR1"," 4","BP"
"GO:0030641","regulation of cellular pH","4/181","90/18670","1.143739e-02","0.32131811","0.30188669","BCL2/PPT1/SLC9A8/SLC9A1"," 4","BP"
"GO:0035855","megakaryocyte development","2/181","17/18670","1.155244e-02","0.32131811","0.30188669","SH2B3/WASF2"," 2","BP"
"GO:0042249","establishment of planar polarity of embryonic epithelium","2/181","17/18670","1.155244e-02","0.32131811","0.30188669","DVL3/VANGL2"," 2","BP"
"GO:0042753","positive regulation of circadian rhythm","2/181","17/18670","1.155244e-02","0.32131811","0.30188669","RORA/ARNTL2"," 2","BP"
"GO:0050884","neuromuscular process controlling posture","2/181","17/18670","1.155244e-02","0.32131811","0.30188669","ATP8A2/MECP2"," 2","BP"
"GO:2000027","regulation of animal organ morphogenesis","7/181","253/18670","1.186181e-02","0.32131811","0.30188669","BCL2/SMURF1/DVL3/GDNF/HNF1B/VANGL2/AP2B1"," 7","BP"
"GO:0002448","mast cell mediated immunity","3/181","49/18670","1.190958e-02","0.32131811","0.30188669","NR4A3/RABGEF1/CD84"," 3","BP"
"GO:0048546","digestive tract morphogenesis","3/181","49/18670","1.190958e-02","0.32131811","0.30188669","BCL2/HNF1B/VANGL2"," 3","BP"
"GO:1903018","regulation of glycoprotein metabolic process","3/181","49/18670","1.190958e-02","0.32131811","0.30188669","BCL2/AGO2/ITM2A"," 3","BP"
"GO:0072006","nephron development","5/181","142/18670","1.250495e-02","0.32237678","0.30288133","BCL2/GDNF/HNF1B/WWTR1/VANGL2"," 5","BP"
"GO:0009749","response to glucose","6/181","197/18670","1.255961e-02","0.32237678","0.30288133","FOXO3/PRKAA2/SARM1/HNF1B/ATG7/ILDR2"," 6","BP"
"GO:0060976","coronary vasculature development","3/181","50/18670","1.258106e-02","0.32237678","0.30288133","SGCD/AP2B1/DCTN5"," 3","BP"
"GO:0036473","cell death in response to oxidative stress","4/181","93/18670","1.278162e-02","0.32237678","0.30288133","NR4A3/FOXO3/BCL2/ATG7"," 4","BP"
"GO:0072080","nephron tubule development","4/181","93/18670","1.278162e-02","0.32237678","0.30288133","BCL2/GDNF/HNF1B/WWTR1"," 4","BP"
"GO:0006349","regulation of gene expression by genetic imprinting","2/181","18/18670","1.291438e-02","0.32237678","0.30288133","ARID4A/MECP2"," 2","BP"
"GO:0072079","nephron tubule formation","2/181","18/18670","1.291438e-02","0.32237678","0.30288133","GDNF/HNF1B"," 2","BP"
"GO:1903019","negative regulation of glycoprotein metabolic process","2/181","18/18670","1.291438e-02","0.32237678","0.30288133","AGO2/ITM2A"," 2","BP"
"GO:0030534","adult behavior","5/181","144/18670","1.322005e-02","0.32467885","0.30504419","NR4A3/GDNF/PPT1/NRXN1/MECP2"," 5","BP"
"GO:0007612","learning","5/181","145/18670","1.358776e-02","0.32467885","0.30504419","TBR1/PPT1/NRXN1/MECP2/B4GALT2"," 5","BP"
"GO:0061326","renal tubule development","4/181","95/18670","1.373150e-02","0.32467885","0.30504419","BCL2/GDNF/HNF1B/WWTR1"," 4","BP"
"GO:0045787","positive regulation of cell cycle","9/181","389/18670","1.382294e-02","0.32467885","0.30504419","NR4A3/CRLF3/TFDP2/USP2/ARID3A/ZNF268/KIF3B/FOXO4/MECP2"," 9","BP"
"GO:0009746","response to hexose","6/181","202/18670","1.406429e-02","0.32467885","0.30504419","FOXO3/PRKAA2/SARM1/HNF1B/ATG7/ILDR2"," 6","BP"
"GO:0019217","regulation of fatty acid metabolic process","4/181","96/18670","1.422281e-02","0.32467885","0.30504419","NR4A3/PRKAA2/TYSND1/FABP3"," 4","BP"
"GO:0030219","megakaryocyte differentiation","4/181","96/18670","1.422281e-02","0.32467885","0.30504419","NR4A3/AGO1/SH2B3/WASF2"," 4","BP"
"GO:0007625","grooming behavior","2/181","19/18670","1.434260e-02","0.32467885","0.30504419","PPT1/NRXN1"," 2","BP"
"GO:0048486","parasympathetic nervous system development","2/181","19/18670","1.434260e-02","0.32467885","0.30504419","GDNF/PLXNA4"," 2","BP"
"GO:2000696","regulation of epithelial cell differentiation involved in kidney development","2/181","19/18670","1.434260e-02","0.32467885","0.30504419","GDNF/WWTR1"," 2","BP"
"GO:0043524","negative regulation of neuron apoptotic process","5/181","147/18670","1.434373e-02","0.32467885","0.30504419","NR4A3/BCL2/GDNF/PPT1/MECP2"," 5","BP"
"GO:0035148","tube formation","5/181","148/18670","1.473211e-02","0.32788465","0.30805612","DVL3/GDNF/HNF1B/VANGL2/ATOH8"," 5","BP"
"GO:0023061","signal release","10/181","462/18670","1.487952e-02","0.32788465","0.30805612","IL1RN/RIMS1/RFX3/PPT1/NRXN1/G6PC2/HNF1B/ILDR2/CASK/MYRIP","10","BP"
"GO:0070482","response to oxygen levels","9/181","394/18670","1.490733e-02","0.32788465","0.30805612","NPEPPS/CPEB1/FOXO3/BCL2/SUV39H1/SLC9A1/RORA/ATG7/MECP2"," 9","BP"
"GO:0006885","regulation of pH","4/181","98/18670","1.523854e-02","0.32788465","0.30805612","BCL2/PPT1/SLC9A8/SLC9A1"," 4","BP"
"GO:0097345","mitochondrial outer membrane permeabilization","3/181","54/18670","1.548077e-02","0.32788465","0.30805612","TFDP2/BCL2/BAK1"," 3","BP"
"GO:0072331","signal transduction by p53 class mediator","7/181","267/18670","1.553969e-02","0.32788465","0.30805612","TFDP2/FOXO3/BCL2/E2F2/PRKAA2/ARID3A/RBBP4"," 7","BP"
"GO:0030073","insulin secretion","6/181","207/18670","1.569056e-02","0.32788465","0.30805612","IL1RN/RFX3/G6PC2/HNF1B/ILDR2/MYRIP"," 6","BP"
"GO:0034284","response to monosaccharide","6/181","207/18670","1.569056e-02","0.32788465","0.30805612","FOXO3/PRKAA2/SARM1/HNF1B/ATG7/ILDR2"," 6","BP"
"GO:0051580","regulation of neurotransmitter uptake","2/181","20/18670","1.583569e-02","0.32788465","0.30805612","GDNF/RAB3B"," 2","BP"
"GO:0097503","sialylation","2/181","20/18670","1.583569e-02","0.32788465","0.30805612","ST6GALNAC4/ST6GALNAC6"," 2","BP"
"GO:1903204","negative regulation of oxidative stress-induced neuron death","2/181","20/18670","1.583569e-02","0.32788465","0.30805612","NR4A3/ATG7"," 2","BP"
"GO:2001023","regulation of response to drug","4/181","100/18670","1.629894e-02","0.33484813","0.31459849","NR4A3/FOXO3/GDNF/RAB3B"," 4","BP"
"GO:0045927","positive regulation of growth","7/181","270/18670","1.642273e-02","0.33484813","0.31459849","RIMS1/BCL2/SMURF1/RPS6KA1/SLC9A1/ATP8A2/RND2"," 7","BP"
"GO:0090183","regulation of kidney development","3/181","56/18670","1.705996e-02","0.34520570","0.32432970","GDNF/HNF1B/WWTR1"," 3","BP"
"GO:0048485","sympathetic nervous system development","2/181","21/18670","1.739228e-02","0.34833516","0.32726990","GDNF/PLXNA4"," 2","BP"
"GO:0050769","positive regulation of neurogenesis","10/181","474/18670","1.747544e-02","0.34833516","0.32726990","PAK3/PLAG1/RIMS1/BCL2/SMURF1/DVL3/ATP8A2/PLXNA4/RND2/ZNF609","10","BP"
"GO:0048259","regulation of receptor-mediated endocytosis","4/181","103/18670","1.797450e-02","0.35562879","0.33412246","ANKRD13B/PPT1/RABGEF1/AAK1"," 4","BP"
"GO:1903749","positive regulation of establishment of protein localization to mitochondrion","3/181","58/18670","1.872597e-02","0.36270287","0.34076874","TFDP2/NPEPPS/BCL2"," 3","BP"
"GO:0006379","mRNA cleavage","2/181","22/18670","1.901101e-02","0.36270287","0.34076874","AGO2/CPSF2"," 2","BP"
"GO:0032469","endoplasmic reticulum calcium ion homeostasis","2/181","22/18670","1.901101e-02","0.36270287","0.34076874","BCL2/BAK1"," 2","BP"
"GO:0043496","regulation of protein homodimerization activity","2/181","22/18670","1.901101e-02","0.36270287","0.34076874","BCL2/BAK1"," 2","BP"
"GO:0090189","regulation of branching involved in ureteric bud morphogenesis","2/181","22/18670","1.901101e-02","0.36270287","0.34076874","GDNF/HNF1B"," 2","BP"
"GO:0015748","organophosphate ester transport","4/181","105/18670","1.914894e-02","0.36274335","0.34080678","PLEKHA8/ATP10D/ATP8A2/PITPNB"," 4","BP"
"GO:0001658","branching involved in ureteric bud morphogenesis","3/181","59/18670","1.959163e-02","0.36851574","0.34623008","BCL2/GDNF/HNF1B"," 3","BP"
"GO:0022604","regulation of cell morphogenesis","10/181","484/18670","1.988328e-02","0.37032968","0.34793433","TBR1/PAK3/RIMS1/CDC42SE1/SMURF1/DVL3/ZSWIM4/SARM1/PLXNA4/RND2","10","BP"
"GO:0010976","positive regulation of neuron projection development","7/181","281/18670","1.996536e-02","0.37032968","0.34793433","PAK3/RIMS1/SMURF1/DVL3/ATP8A2/PLXNA4/RND2"," 7","BP"
"GO:0045576","mast cell activation","3/181","60/18670","2.047909e-02","0.37340840","0.35082686","NR4A3/RABGEF1/CD84"," 3","BP"
"GO:1902110","positive regulation of mitochondrial membrane permeability involved in apoptotic process","3/181","60/18670","2.047909e-02","0.37340840","0.35082686","TFDP2/BCL2/BAK1"," 3","BP"
"GO:0051151","negative regulation of smooth muscle cell differentiation","2/181","23/18670","2.069054e-02","0.37340840","0.35082686","FOXO4/MECP2"," 2","BP"
"GO:1903861","positive regulation of dendrite extension","2/181","23/18670","2.069054e-02","0.37340840","0.35082686","RIMS1/SMURF1"," 2","BP"
"GO:0030004","cellular monovalent inorganic cation homeostasis","4/181","108/18670","2.099789e-02","0.37390244","0.35129103","BCL2/PPT1/SLC9A8/SLC9A1"," 4","BP"
"GO:0060071","Wnt signaling pathway, planar cell polarity pathway","4/181","108/18670","2.099789e-02","0.37390244","0.35129103","SMURF1/DVL3/VANGL2/AP2B1"," 4","BP"
"GO:0099173","postsynapse organization","5/181","163/18670","2.142429e-02","0.37841946","0.35553488","LHFPL4/PAK3/GDNF/NRXN1/WASF2"," 5","BP"
"GO:0072009","nephron epithelium development","4/181","109/18670","2.163771e-02","0.37841946","0.35553488","BCL2/GDNF/HNF1B/WWTR1"," 4","BP"
"GO:0097191","extrinsic apoptotic signaling pathway","6/181","224/18670","2.218742e-02","0.37841946","0.35553488","ZMYND11/FOXO3/BCL2/BCL2L2/GDNF/BAK1"," 6","BP"
"GO:0090175","regulation of establishment of planar polarity","4/181","110/18670","2.228936e-02","0.37841946","0.35553488","SMURF1/DVL3/VANGL2/AP2B1"," 4","BP"
"GO:0032835","glomerulus development","3/181","62/18670","2.231949e-02","0.37841946","0.35553488","BCL2/WWTR1/VANGL2"," 3","BP"
"GO:0032922","circadian regulation of gene expression","3/181","62/18670","2.231949e-02","0.37841946","0.35553488","USP2/HNF1B/RORA"," 3","BP"
"GO:1902686","mitochondrial outer membrane permeabilization involved in programmed cell death","3/181","62/18670","2.231949e-02","0.37841946","0.35553488","TFDP2/BCL2/BAK1"," 3","BP"
"GO:0071695","anatomical structure maturation","5/181","165/18670","2.244396e-02","0.37841946","0.35553488","FOXO3/BCL2/RFX3/ZBTB7A/MECP2"," 5","BP"
"GO:0022037","metencephalon development","4/181","111/18670","2.295289e-02","0.37841946","0.35553488","BCL2/RORA/MECP2/B4GALT2"," 4","BP"
"GO:0098693","regulation of synaptic vesicle cycle","4/181","112/18670","2.362835e-02","0.37841946","0.35553488","RIMS1/NRXN1/RAB3B/CASK"," 4","BP"
"GO:0010975","regulation of neuron projection development","10/181","499/18670","2.393978e-02","0.37841946","0.35553488","TBR1/PAK3/RIMS1/SMURF1/DVL3/ZSWIM4/SARM1/ATP8A2/PLXNA4/RND2","10","BP"
"GO:0001666","response to hypoxia","8/181","359/18670","2.408507e-02","0.37841946","0.35553488","NPEPPS/CPEB1/FOXO3/BCL2/SUV39H1/SLC9A1/RORA/MECP2"," 8","BP"
"GO:0019054","modulation by virus of host process","2/181","25/18670","2.422678e-02","0.37841946","0.35553488","ATG7/PABPN1"," 2","BP"
"GO:0021680","cerebellar Purkinje cell layer development","2/181","25/18670","2.422678e-02","0.37841946","0.35553488","RORA/B4GALT2"," 2","BP"
"GO:0021952","central nervous system projection neuron axonogenesis","2/181","25/18670","2.422678e-02","0.37841946","0.35553488","DCLK1/PLXNA4"," 2","BP"
"GO:0045332","phospholipid translocation","2/181","25/18670","2.422678e-02","0.37841946","0.35553488","ATP10D/ATP8A2"," 2","BP"
